s.no,borrower,financial dob,nonfinancial dob,annual_income,profession,marital status,institute_name,course_name,loan amount,course_cost,dpd_days,current_status,current city,current state,current pincode,permanent city,permanent state,interest rate,enach activated,imdb success,protection_type_name,cibilscore,lender_name,company name,disbursal date,work experience,loan category,loan type,sector,residence type,tenure,emi_amount
624,James Foster,1975-02-08,2005-06-27,41980,Insurance risk surveyor,Single,"Simmons, Hale and Schultz",hold,42977,6601,326,Fully Disbursed,Frankmouth,Colorado,75905,Rodriguezfurt,Maryland,9.89,False,No,necessary,465,Wright-Avila,Brown-Wilkins,1978-11-01,0,Education loan,Certification,treatment,Rented,15,2219
625,Joyce Griffin,1965-06-05,1976-12-12,138308,Microbiologist,Divorced,"Medina, Torres and Adams",know,37815,8280,53,EMI Running,Ruizview,Wisconsin,80164,South Calvinbury,Michigan,16.92,True,Yes,song,841,Cox-Nichols,Wade Group,2022-06-27,9,Education loan,School Education,society,Owned,27,1819
626,Dawn Jackson,1995-06-11,1964-10-03,22625,"Solicitor, Scotland",Single,Martin-Garcia,likely,40087,20401,24,Fully Disbursed,South Carlos,Idaho,47569,Lake James,New Hampshire,8.03,True,No,service,323,Coleman-Ryan,"Jacobs, Rice and Pearson",2012-10-04,37,Education loan,Certification,since,Rented,7,2834
627,Daniel Cooper,1997-02-19,1976-09-27,106596,Armed forces technical officer,Married,Robbins-Martin,money,16452,36324,319,EMI Running,Holmesburgh,Maine,95094,Port Maryshire,Arizona,17.15,False,Yes,sometimes,546,Simmons-Small,"Oliver, Black and Larson",1984-09-04,20,Education loan,Certification,suggest,Owned,22,3021
628,Robert Robinson,2003-09-19,1980-05-23,178227,"Surveyor, building",Divorced,Wilson PLC,production,47257,16348,79,Fully Disbursed,Russellburgh,Connecticut,78424,Stephenfort,Connecticut,18.37,True,Yes,also,888,"Mahoney, Flores and Brown","Morgan, Perez and Williams",2006-04-24,12,Education loan,School Education,people,Owned,27,1162
629,Amy Reynolds,1974-10-20,1965-02-10,85383,Soil scientist,Single,Webster Group,movie,17027,15647,7,EMI Running,West Lorifurt,Ohio,54821,South Rodney,Utah,8.69,False,Yes,activity,668,"Williams, Day and Avery",Dixon-Hunt,1982-06-21,20,Education loan,School Education,oil,Rented,25,4511
630,Jordan Wu,1964-02-19,1994-06-18,37494,"Administrator, education",Single,"Graham, Murray and Foster",trial,14655,28648,38,Fully Disbursed,West Kimberlystad,Iowa,21061,New Nicholastown,Wisconsin,12.28,True,No,short,473,Daniels Ltd,Reed-Shelton,1974-06-28,16,Education loan,School Education,clearly,Rented,7,4455
631,Justin Nguyen,1963-04-07,1992-08-15,107761,Barrister's clerk,Divorced,"Singh, Campbell and Frye",read,35605,27319,59,EMI Running,Ibarrachester,Michigan,61635,Meyersberg,New Hampshire,6.5,False,Yes,pick,599,"Anderson, Shannon and Cooper",Patterson and Sons,1980-06-01,29,Education loan,School Education,low,Owned,14,3415
632,Christopher Carpenter,1958-11-07,1982-04-04,36343,Ranger/warden,Single,Hampton Ltd,leader,31761,8771,282,Fully Disbursed,East Leahborough,North Carolina,09521,North Katelynside,Maine,16.93,True,No,brother,564,King-Mack,"Carey, Salazar and Ball",2019-05-12,40,Education loan,College education,society,Rented,5,1002
633,Jodi Mccormick,1972-02-05,1969-02-19,30745,Midwife,Single,Ford Inc,human,34736,8243,267,EMI Running,New Gailfort,Wyoming,00775,Chrisbury,Maine,10.56,False,Yes,admit,317,Whitaker Group,Smith Inc,1998-09-17,21,Education loan,Certification,old,Owned,6,1293
634,Ralph Macdonald,1983-08-19,1982-03-02,120165,Hydrographic surveyor,Single,Williams LLC,future,14163,10374,228,EMI Running,Martinshire,Arkansas,33460,Dunnfort,Montana,7.13,True,No,over,852,Cervantes-Green,"Greene, Fisher and Kennedy",1972-05-05,0,Education loan,School Education,area,Owned,15,4227
635,Edward Morgan,2005-09-24,1981-05-19,20610,"Horticulturist, commercial",Divorced,Wagner-Weber,audience,17085,38642,12,EMI Running,Nolanside,Pennsylvania,48996,Zacharyton,Texas,8.95,False,Yes,total,662,"Rodriguez, Brennan and Steele",Davis-Curtis,2020-07-25,6,Education loan,Certification,win,Rented,20,3505
636,Christopher Kaufman,1996-06-22,1968-03-08,38380,"Engineer, chemical",Married,Shaw LLC,individual,10722,16202,354,EMI Running,North Danielburgh,Missouri,15749,Cassandrashire,Ohio,7.43,False,No,just,711,Howard LLC,"Bryant, May and Ortiz",2007-01-18,38,Education loan,College education,run,Owned,4,2772
637,Tonya Montes,1997-10-09,1991-03-05,153019,Civil Service fast streamer,Single,King PLC,bed,39138,33987,150,Fully Disbursed,South Abigail,Rhode Island,89649,Nicholasville,West Virginia,10.16,False,Yes,wonder,510,Andrews PLC,"Mcdaniel, Evans and Shaw",1987-07-29,36,Education loan,Certification,camera,Rented,9,4356
638,Cody Terry,1961-11-01,1966-05-18,164031,Field trials officer,Married,"Richardson, Mckenzie and Bond",option,6692,14387,345,Fully Disbursed,East Angelaport,Vermont,94707,Christopherport,Minnesota,10.27,False,No,beautiful,693,"Oneal, Bright and Lee",Jones Ltd,2006-09-23,6,Education loan,Certification,less,Owned,4,4282
639,Caroline Brooks,1996-03-28,1983-04-23,64646,Civil Service fast streamer,Married,Lee-Thomas,in,49015,28646,328,EMI Running,East Sheila,Wyoming,43769,Port Christine,Arizona,11.57,True,No,form,540,Gonzalez-Harris,"Trujillo, White and Davis",1994-03-02,12,Education loan,School Education,cold,Rented,10,1244
640,Kelsey Obrien,2000-06-12,1971-04-14,88601,Naval architect,Divorced,Kirby-Santana,most,15322,4667,47,Fully Disbursed,Port Scottview,Oregon,61417,Deannamouth,Oklahoma,10.33,False,No,whose,534,Jones-Brown,Thompson Inc,1974-04-06,10,Education loan,College education,baby,Owned,30,3601
641,Ryan Graves,1993-06-10,1999-03-15,63495,Higher education careers adviser,Single,Kane Group,test,20537,17392,38,Fully Disbursed,Smithmouth,Georgia,49195,Stuartland,Maine,10.24,True,Yes,station,676,"Levy, Gray and Johnson",Taylor-Thompson,2012-02-28,35,Education loan,College education,program,Owned,20,4981
642,Donald Valdez,2003-01-07,1966-01-29,96226,Training and development officer,Married,"Smith, Campbell and Turner",lose,11377,31064,257,EMI Running,Perezfort,Maine,16004,Rileybury,New Hampshire,10.67,True,Yes,accept,454,Vega-Davidson,Salinas and Sons,1997-05-29,5,Education loan,School Education,authority,Rented,9,4790
643,Seth Gomez,2002-04-14,1974-04-08,98518,Patent examiner,Single,Ortiz Ltd,toward,20393,38672,264,Fully Disbursed,East Andreaton,Colorado,80765,Port David,New York,17.88,False,No,too,349,Brown-Davenport,Cabrera-Hicks,1976-03-22,0,Education loan,College education,ask,Rented,8,4364
644,Michelle Myers,1978-02-05,1992-08-22,163654,Health service manager,Married,Graves-Haley,real,7194,3953,193,EMI Running,Georgeshire,Tennessee,50107,Andrehaven,Connecticut,11.02,True,No,section,367,Ferguson Ltd,"Kennedy, Valdez and Davis",2006-12-20,10,Education loan,Certification,despite,Owned,4,4970
645,Allison Middleton,1986-09-12,1973-08-07,128699,"Pilot, airline",Divorced,Johnson-Martin,ready,13556,3617,317,Fully Disbursed,Maryberg,New Hampshire,74856,Davidview,New Jersey,19.68,True,No,not,347,Newman PLC,Washington Group,2021-11-08,5,Education loan,School Education,house,Rented,8,1186
646,Sean Lambert,1967-01-01,1967-11-30,146569,Solicitor,Married,Diaz-Rivera,collection,35157,14893,306,Fully Disbursed,Andrewsview,Mississippi,58624,South Michelle,Hawaii,9.91,False,No,watch,492,Diaz-Roberts,"Merritt, Grant and Tanner",2020-10-27,38,Education loan,College education,break,Rented,27,1928
647,Carol Allison,1983-12-08,1965-06-08,153977,Database administrator,Married,Murphy Group,beat,12366,15978,221,EMI Running,Lake Austin,Massachusetts,26121,Staceyside,Arizona,14.2,False,No,these,786,Macias LLC,Spencer-Parker,2021-09-23,8,Education loan,Certification,difference,Owned,10,3994
648,Brianna Norris,2005-02-06,1958-08-21,57767,Lexicographer,Single,Weaver PLC,third,38770,17952,298,Fully Disbursed,Jamiebury,Connecticut,50902,Benjaminburgh,Nebraska,17.84,True,Yes,customer,652,"Anderson, Long and Sanford","Reynolds, Martinez and Jackson",2001-03-17,39,Education loan,School Education,information,Owned,11,4111
649,Michael Moore,2006-02-02,1975-08-29,177496,"Presenter, broadcasting",Married,Murillo-Johnson,heavy,10209,25059,332,Fully Disbursed,Codyshire,Missouri,61431,Tapiatown,Nebraska,6.31,False,No,thing,358,Rodriguez-Riddle,Smith Inc,2021-10-12,5,Education loan,School Education,support,Rented,27,2074
650,Jeffrey Lane,1987-10-16,1989-12-22,123933,Further education lecturer,Married,Valdez-Hicks,loss,21568,14733,239,Fully Disbursed,Hawkinsport,Virginia,70814,West Taylor,North Dakota,18.33,False,No,card,767,Fischer-Meyer,"Allison, Payne and Nielsen",2011-03-13,19,Education loan,College education,its,Owned,4,1320
651,Sean Page,1987-05-30,1960-02-24,54645,Toxicologist,Single,Lopez Group,pay,7719,15219,125,EMI Running,North John,Ohio,76013,West Diana,Maine,7.52,True,No,even,381,"Gilbert, Thompson and Bell","Stout, Andrews and Adams",2014-05-16,21,Education loan,College education,member,Owned,17,4559
652,Tina Fuller,1999-02-07,1987-01-03,38637,"Nurse, mental health",Married,Chavez Ltd,goal,34899,25151,359,EMI Running,Jenniferborough,Ohio,50711,Johnsonchester,North Carolina,12.06,False,No,lay,798,"Rodriguez, House and Kemp",Ramsey LLC,2000-11-15,1,Education loan,School Education,hospital,Owned,12,3982
653,Evan Jackson,1980-09-29,1996-10-14,39997,Media planner,Single,Scott-Harris,find,33552,9775,89,EMI Running,North Jermaine,Mississippi,30667,North Sharon,Wyoming,8.68,True,No,prepare,581,"Simmons, Grant and Smith",Hobbs PLC,1976-05-26,26,Education loan,College education,center,Rented,14,3591
654,Miss Kathryn Richardson,1965-05-02,1971-05-11,195983,Gaffer,Single,Juarez-Moses,white,33738,9511,24,Fully Disbursed,Mooreview,Missouri,33397,Taylortown,New Hampshire,10.26,True,Yes,address,333,Roberts Group,"Long, Horne and George",2018-11-25,36,Education loan,College education,glass,Owned,8,4483
655,Beth Powers,1981-01-13,2002-04-09,70570,Secretary/administrator,Divorced,Ortiz LLC,laugh,33532,18527,311,EMI Running,Cameronberg,North Carolina,31728,Sandersland,Colorado,11.21,False,No,place,320,"Kennedy, Williams and Jones",Morgan PLC,2009-02-23,39,Education loan,Certification,role,Rented,6,4979
656,Jessica Henderson,1976-10-10,1970-10-27,47491,Fitness centre manager,Married,Sanchez Ltd,southern,27909,18726,18,EMI Running,Colemanview,Iowa,06798,North Kristin,Minnesota,14.51,True,No,write,692,Meyer-Dominguez,"Cohen, Spence and Scott",2001-02-11,14,Education loan,Certification,stuff,Owned,14,1719
657,Rhonda Conley,1976-08-01,1972-12-30,128658,"Engineer, maintenance",Single,Adams and Sons,side,36779,13480,354,EMI Running,North Christopherburgh,Delaware,61170,East Tracey,Iowa,19.59,True,No,paper,642,"Bates, Schaefer and Swanson","Burke, Simpson and Blair",2003-04-12,18,Education loan,College education,major,Rented,21,4633
658,Christopher Espinoza,1970-07-24,1968-10-12,141796,Paramedic,Married,Wagner-Stewart,human,46984,30595,272,Fully Disbursed,Burnsside,Connecticut,83538,Jenniferville,Iowa,15.83,True,Yes,often,811,Jones LLC,Smith-Ortega,2011-10-09,27,Education loan,Certification,current,Rented,29,2931
659,Eric Williams,1983-10-28,1975-07-27,103855,Armed forces training and education officer,Single,Patterson-Reed,wrong,46732,29974,225,EMI Running,Richardbury,Ohio,18981,Hoffmanchester,Washington,13.39,True,No,listen,349,Wood LLC,Reynolds-Farrell,2008-11-17,24,Education loan,School Education,whether,Rented,9,2694
660,Brian Nelson,1994-06-30,1998-12-10,52200,IT consultant,Married,Hunt-Hull,under,28423,35194,222,EMI Running,North Barbara,New Jersey,50379,Laratown,Maine,6.93,True,Yes,establish,670,Bender-Payne,Johnson-Hunt,2019-07-19,10,Education loan,College education,child,Rented,30,3572
661,Jennifer Martinez,1987-10-02,1968-07-01,174531,Dance movement psychotherapist,Married,Flores PLC,real,40452,4850,254,EMI Running,Christopherburgh,Hawaii,64775,Blairville,Idaho,5.03,True,No,summer,404,Griffin-Vaughn,"Mata, Andrade and Torres",2002-12-14,12,Education loan,Certification,raise,Owned,21,2475
662,Alex Johnson,1964-12-09,1997-03-11,123510,Chartered accountant,Married,"Carson, Mccullough and Powell",my,13977,11378,131,Fully Disbursed,West Charlesport,Maryland,94002,Bradview,Connecticut,10.13,False,Yes,may,349,Fritz-Castaneda,"Brown, Vargas and Jordan",1972-12-31,21,Education loan,Certification,enough,Rented,26,3763
663,Nicholas Gibson,1968-04-10,1995-06-26,178041,"Production designer, theatre/television/film",Divorced,Cooke-Daniels,place,17995,20525,338,Fully Disbursed,Tylermouth,Montana,43755,Matthewstad,Delaware,5.97,False,No,responsibility,351,"Vazquez, Mendez and Hopkins",Mitchell LLC,2004-03-08,11,Education loan,Certification,determine,Rented,2,1934
664,Melissa Gray,1989-06-14,1993-06-27,51629,Economist,Single,Morrow-Smith,cold,25622,18979,329,EMI Running,Port Jayhaven,Alabama,08937,Dicksonview,Missouri,8.68,False,Yes,usually,587,Alvarez LLC,"Smith, Myers and Cunningham",2011-07-13,17,Education loan,College education,compare,Owned,27,1065
665,Marcia Pratt,1996-04-17,1986-03-03,78176,Patent attorney,Married,"Graves, Miller and Browning",TV,33111,31726,205,Fully Disbursed,New Ryan,Michigan,69958,East Peter,Pennsylvania,19.24,True,No,tonight,501,Marshall Inc,Delgado Ltd,2010-06-21,10,Education loan,College education,fight,Rented,2,4651
666,Douglas Mcbride,1969-08-15,1970-05-23,41144,"Solicitor, Scotland",Divorced,"Mendez, Morales and Crawford",page,17111,11318,240,EMI Running,West Rhondaport,Minnesota,89941,West Jenniferberg,Maine,11.2,False,Yes,standard,782,Gordon Group,"Thompson, Martin and Owens",1973-08-18,9,Education loan,Certification,rate,Rented,24,3035
667,Nancy Clark,1995-06-27,1977-05-01,124443,Hydrologist,Divorced,Joseph-Dunn,bag,35233,16874,364,EMI Running,New Nicolashaven,Louisiana,99441,North Katelyn,New York,19.04,True,Yes,certain,463,Garrett Ltd,"Rogers, Woodard and Rangel",1982-10-15,7,Education loan,Certification,different,Rented,7,4899
668,Mariah Miranda,1990-10-13,1959-07-19,184857,Multimedia programmer,Married,"Lawrence, Holland and Johnson",as,15558,22720,102,EMI Running,West Marcusport,Indiana,49441,North Joshua,West Virginia,12.16,False,Yes,money,363,Ali LLC,Davis and Sons,1982-01-04,2,Education loan,School Education,up,Rented,12,2820
669,Kristi Arias,1963-08-28,2001-05-06,174585,Manufacturing systems engineer,Divorced,Morrison Ltd,few,37281,23930,71,EMI Running,Richardfort,Vermont,42871,South Christopher,Virginia,16.37,True,No,I,723,Parker-Brown,Gonzales-Newman,1975-10-25,40,Education loan,Certification,try,Owned,14,1378
670,Patricia Mcclure,1960-07-13,1966-07-22,132617,Ranger/warden,Divorced,"Lawson, Donovan and Jones",artist,26916,39021,145,Fully Disbursed,West Jose,Mississippi,58225,North Daleburgh,Minnesota,16.65,False,No,forget,380,"Edwards, Santiago and Underwood",Turner-Moore,2008-03-10,34,Education loan,Certification,national,Owned,20,1198
671,Carlos Moore,1988-04-20,1976-05-16,193382,Social worker,Divorced,Hicks-Gibson,knowledge,37328,35412,259,Fully Disbursed,Smithton,Wyoming,35306,Port Brian,South Carolina,13.27,True,No,floor,624,Simpson Ltd,Myers PLC,1998-11-30,10,Education loan,School Education,professor,Owned,11,2234
672,William Underwood,1984-03-27,1980-11-13,188479,"Geologist, wellsite",Divorced,"Austin, Tran and Reid",such,28278,26358,245,Fully Disbursed,South Kelly,Ohio,18274,Port Brad,Florida,16.56,True,Yes,guess,339,Hooper-Travis,Orr PLC,1983-09-09,15,Education loan,College education,report,Rented,18,2918
673,Kimberly Carter,2004-02-03,1963-06-18,57718,"Psychologist, forensic",Single,Cummings and Sons,minute,34463,27271,183,EMI Running,Robinsontown,Hawaii,87943,South Kennethchester,Missouri,19.5,False,No,agency,517,Mendoza-Knight,Mendoza Group,1992-02-21,40,Education loan,College education,than,Owned,21,3612
674,Diane Thompson,1988-02-29,1997-05-10,153965,Politician's assistant,Married,"Horn, Carroll and Nelson",marriage,14469,12202,82,EMI Running,New Caitlinborough,Alabama,29362,West Deborah,New Hampshire,14.33,True,No,rich,881,Adams Inc,"Thompson, English and Howard",2011-11-08,34,Education loan,Certification,truth,Rented,27,4668
675,April Fleming,1974-01-20,1984-09-15,111531,"Pilot, airline",Divorced,Vargas Group,future,40305,24190,237,Fully Disbursed,Phammouth,Pennsylvania,95762,Martinville,Arizona,11.06,False,No,option,842,"Villegas, English and Thompson",Davis-Hall,2010-09-14,19,Education loan,Certification,despite,Rented,3,1174
676,Sharon Robertson,1999-08-11,1994-08-27,36604,Financial planner,Married,Kemp Inc,throw,43334,23434,180,Fully Disbursed,West Robert,Ohio,52263,West Caitlin,New Hampshire,13.01,True,No,as,835,Moore LLC,Petersen PLC,1970-12-14,0,Education loan,College education,story,Owned,4,3183
677,Terry Quinn,1979-07-09,1961-05-31,70689,Sport and exercise psychologist,Married,Richard Ltd,country,20134,12437,273,Fully Disbursed,South Carmenborough,Wyoming,07208,New Kevinberg,Kentucky,11.02,True,No,trade,450,Price-Morales,Sloan and Sons,2001-01-30,18,Education loan,College education,name,Owned,2,2201
678,Kelly Meyer,2002-06-15,1984-02-24,20196,"Engineer, energy",Divorced,Morrow PLC,Republican,31304,18107,260,EMI Running,Markport,Missouri,88301,Johnhaven,West Virginia,16.94,True,No,they,343,"Mcdaniel, Pugh and Nelson","Jenkins, Mclean and Lucas",1989-09-16,22,Education loan,College education,seven,Owned,29,3162
679,William Nichols,1998-10-26,1996-03-25,69324,"Scientist, research (medical)",Divorced,Martin-Blankenship,base,40519,37779,56,Fully Disbursed,Kimhaven,Virginia,72173,Cynthiamouth,Pennsylvania,12.21,True,Yes,professional,366,"Rowe, Park and Williams",Hays-Cohen,2017-01-28,35,Education loan,College education,foot,Rented,29,2104
680,Tanya Smith,2000-03-26,1996-05-05,24433,"Administrator, education",Divorced,Lynch-Reeves,share,29581,18880,110,EMI Running,New Bradleyport,Michigan,07831,Josephberg,Michigan,11.12,False,Yes,girl,338,Johnson LLC,Wilson Ltd,1993-10-15,31,Education loan,College education,traditional,Rented,4,3733
681,Albert Cobb,1983-08-27,1985-04-13,83091,"Development worker, international aid",Married,"Henderson, Moreno and Franklin",exist,17131,13785,216,EMI Running,Lake Jesseland,Texas,05466,Jamesfort,Illinois,18.53,False,Yes,buy,626,Anderson-Jones,English-Cardenas,1977-05-12,28,Education loan,Certification,share,Rented,4,4285
682,Valerie Johnson,2005-01-06,1984-06-05,187190,Dance movement psychotherapist,Single,"Dean, Love and Lee",media,16646,26525,109,EMI Running,North Stephaniebury,Michigan,20322,East Stanley,Arkansas,10.72,True,No,management,305,"Black, Diaz and Le","Waller, Richardson and Ellis",1987-07-18,21,Education loan,College education,what,Owned,1,2221
683,Jacob Meyer,1999-10-03,2005-09-29,26169,Child psychotherapist,Married,Pineda-Harris,upon,12664,31345,279,EMI Running,New Patrick,Rhode Island,17649,Williamsshire,Massachusetts,9.9,False,No,would,326,"Jones, Fry and Proctor","Nichols, Dickerson and Young",2000-11-26,32,Education loan,Certification,night,Owned,28,1294
